Time(UTC),Lat(°),Lon(°),PM1(μg/m³),PM2.5(μg/m³),PM10(μg/m³),NO2(μg/m³),Sensor_number
2022-12-15,51.4815,5.5199,17.96,19.61,21.81,15.0,13
2022-12-07,51.4815,5.5199,5.11,6.11,9.05,9.0,13
2022-11-16,51.4815,5.5199,6.93,8.02,11.21,7.0,13
2022-11-24,51.4815,5.5199,5.3,7.77,11.77,6.0,13
2022-12-01,51.4815,5.5199,23.87,26.21,28.1,9.0,13
2022-11-26,51.4815,5.5199,6.91,9.78,14.08,13.0,13
2022-11-15,51.4815,5.5199,15.26,16.49,18.56,11.0,13
2022-12-08,51.4815,5.5199,4.51,5.73,8.64,12.0,13
2022-12-05,51.4815,5.5199,31.47,37.1,37.23,6.0,13
2022-11-20,51.4815,5.5199,19.76,21.04,22.32,6.0,13
2022-12-11,51.4815,5.5199,33.42,43.91,44.93,7.0,13
2022-12-12,51.4815,5.5199,22.86,25.52,27.2,3.0,13
2022-11-19,51.4815,5.5199,4.81,6.02,9.07,9.0,13
2022-12-03,51.4815,5.5199,31.47,40.08,42.07,6.0,13
2022-11-27,51.4815,5.5199,10.74,14.7,20.06,8.0,13
2022-11-28,51.4815,5.5199,8.13,9.81,13.06,6.0,13
2022-11-21,51.4815,5.5199,18.57,21.28,23.6,6.0,13
2022-12-10,51.4815,5.5199,28.5,31.76,33.76,10.0,13
2022-12-02,51.4815,5.5199,31.74,40.84,43.5,7.0,13
2022-12-09,51.4815,5.5199,11.22,12.29,14.94,13.0,13
2022-12-13,51.4815,5.5199,23.29,25.89,27.36,8.0,13
2022-11-18,51.4815,5.5199,1.67,2.43,5.51,7.0,13
2022-11-22,51.4815,5.5199,7.8,9.68,12.85,7.0,13
2023-01-01,51.4815,5.5199,3.17,4.74,9.25,4.0,13
2022-11-30,51.4815,5.5199,24.11,28.33,31.16,11.0,13
2022-11-23,51.4815,5.5199,3.65,5.35,8.46,5.0,13
2022-12-17,51.4815,5.5199,27.78,32.1,34.6,8.0,13
2022-12-16,51.4815,5.5199,28.92,32.52,34.68,9.0,13
2022-12-28,51.4815,5.5199,5.35,7.48,11.58,7.0,13
2022-11-14,51.4815,5.5199,9.09,9.88,12.09,13.0,13
2022-12-18,51.4815,5.5199,34.59,45.27,46.39,11.0,13
2022-12-24,51.4815,5.5199,10.03,13.11,17.31,5.0,13
2022-11-08,51.4815,5.5199,4.38,6.7,11.05,5.0,13
2022-11-01,51.4815,5.5199,7.47,10.22,16.54,5.0,13
2022-11-09,51.4815,5.5199,2.58,3.7,7.2,7.0,13
2022-11-03,51.4815,5.5199,4.52,7.19,12.05,14.0,13
2022-12-30,51.4815,5.5199,4.31,6.26,9.43,6.0,13
2022-12-25,51.4815,5.5199,11.07,17.27,23.6,5.0,13
2022-12-22,51.4815,5.5199,11.43,12.99,16.1,7.0,13
2022-12-21,51.4815,5.5199,3.66,4.28,6.91,7.0,13
2022-11-11,51.4815,5.5199,5.44,8.0,12.67,7.0,13
2022-11-02,51.4815,5.5199,3.38,5.58,10.74,9.0,13
2022-12-31,51.4815,5.5199,3.6,5.3,8.56,5.0,13
2022-12-20,51.4815,5.5199,8.99,10.07,12.06,7.0,13
2022-11-12,51.4815,5.5199,9.16,10.36,13.26,7.0,13
2022-12-19,51.4815,5.5199,27.11,30.31,31.19,13.0,13
2022-11-13,51.4815,5.5199,11.78,13.05,15.89,9.0,13
2022-11-10,51.4815,5.5199,3.56,5.55,9.59,9.0,13
2022-12-29,51.4815,5.5199,2.43,3.21,6.1,5.0,13
2022-12-23,51.4815,5.5199,11.27,13.4,16.29,6.0,13
2022-11-06,51.4815,5.5199,6.16,7.62,11.03,7.0,13
2022-11-07,51.4815,5.5199,3.11,4.49,8.34,5.0,13
2022-11-05,51.4815,5.5199,4.09,5.51,8.85,9.0,13
2022-12-26,51.4815,5.5199,6.68,7.71,10.25,4.0,13
2022-11-04,51.4815,5.5199,4.1,5.87,9.48,11.0,13
2022-12-27,51.4815,5.5199,5.49,6.84,10.16,5.0,13
2022-12-27,51.4681,5.3902,7.03,9.03,17.01,8.0,14
2022-11-02,51.4681,5.3902,4.31,7.41,19.17,18.0,14
2022-11-11,51.4681,5.3902,5.23,8.77,21.89,11.0,14
2022-11-18,51.4681,5.3902,1.33,2.48,8.38,15.0,14
2022-11-26,51.4681,5.3902,6.6,10.48,22.05,14.0,14
2022-12-02,51.4681,5.3902,26.46,38.01,50.13,9.0,14
2022-12-13,51.4681,5.3902,22.35,26.61,34.05,12.0,14
2022-12-21,51.4681,5.3902,6.76,7.81,12.85,11.0,14
2022-11-19,51.4681,5.3902,4.85,6.78,13.82,14.0,14
2022-12-06,51.4681,5.3902,18.24,21.9,27.49,3.0,14
2022-12-31,51.4681,5.3902,5.02,7.21,14.58,10.0,14
2022-11-29,51.4681,5.3902,10.4,12.41,19.09,6.0,14
2022-12-12,51.4681,5.3902,22.13,25.84,32.46,8.0,14
2022-11-17,51.4681,5.3902,3.36,5.37,13.33,14.0,14
2022-12-20,51.4681,5.3902,10.62,12.15,16.84,10.0,14
2022-11-05,51.4681,5.3902,4.17,6.06,13.91,13.0,14
2022-11-25,51.4681,5.3902,6.18,10.87,24.93,14.0,14
2022-11-12,51.4681,5.3902,9.7,11.53,18.34,14.0,14
2023-01-01,51.4681,5.3902,6.46,8.45,17.55,7.0,14
2022-12-15,51.4681,5.3902,18.69,21.18,27.5,33.0,14
2022-11-16,51.4681,5.3902,7.52,9.11,16.33,13.0,14
2022-12-19,51.4681,5.3902,26.12,30.63,36.51,18.0,14
2022-12-05,51.4681,5.3902,26.22,34.95,42.37,4.0,14
2022-12-14,51.4681,5.3902,25.57,30.59,39.33,28.0,14
2022-11-10,51.4681,5.3902,3.67,6.55,17.51,15.0,14
2022-12-08,51.4681,5.3902,4.03,5.76,12.66,15.0,14
2022-11-07,51.4681,5.3902,3.15,5.12,14.27,10.0,14
2022-12-29,51.4681,5.3902,4.54,5.71,11.22,8.0,14
2022-12-25,51.4681,5.3902,12.43,21.0,43.13,8.0,14
2022-11-27,51.4681,5.3902,9.91,14.65,29.03,7.0,14
2022-11-22,51.4681,5.3902,5.31,7.9,16.38,11.0,14
2022-11-23,51.4681,5.3902,3.35,5.69,13.16,10.0,14
2022-12-24,51.4681,5.3902,12.06,16.44,29.52,7.0,14
2022-11-04,51.4681,5.3902,4.72,7.12,15.84,19.0,14
2022-12-04,51.4681,5.3902,26.17,36.3,44.26,7.0,14
2022-12-09,51.4681,5.3902,10.78,12.26,18.54,17.0,14
2022-11-08,51.4681,5.3902,4.45,7.79,19.73,10.0,14
2022-12-10,51.4681,5.3902,26.51,31.59,40.17,18.0,14
2022-11-21,51.4681,5.3902,17.42,21.38,29.45,7.0,14
2022-12-03,51.4681,5.3902,24.85,37.27,49.3,11.0,14
2022-12-23,51.4681,5.3902,13.43,16.61,24.26,7.0,14
2022-11-13,51.4681,5.3902,14.79,16.93,23.33,17.0,14
2022-12-26,51.4681,5.3902,9.04,10.49,16.21,6.0,14
2022-11-09,51.4681,5.3902,3.06,4.79,12.34,14.0,14
2022-12-11,51.4681,5.3902,27.34,41.49,52.04,9.0,14
2022-11-03,51.4681,5.3902,5.36,9.45,23.9,26.0,14
2022-12-07,51.4681,5.3902,5.27,6.63,12.68,13.0,14
2022-11-20,51.4681,5.3902,19.22,21.46,26.42,11.0,14
2022-11-06,51.4681,5.3902,6.79,8.81,16.91,8.0,14
2022-12-28,51.4681,5.3902,6.65,9.67,20.48,14.0,14
2022-11-28,51.4681,5.3902,8.37,10.63,18.11,6.0,14
2022-12-22,51.4681,5.3902,13.43,15.78,24.28,9.0,14
2022-11-24,51.4681,5.3902,4.61,8.0,18.37,11.0,14
2022-12-01,51.4681,5.3902,24.19,27.76,33.65,11.0,14
2022-12-30,51.4681,5.3902,5.65,8.6,17.27,12.0,14
2022-11-01,51.4681,5.3902,7.77,11.7,26.21,8.0,14
2022-12-16,51.4681,5.3902,28.23,34.22,45.09,24.0,14
2022-11-30,51.4681,5.3902,21.23,26.47,33.6,12.0,14
2022-12-18,51.4681,5.3902,28.05,44.4,57.8,16.0,14
2022-11-15,51.4681,5.3902,15.94,17.81,23.27,15.0,14
2022-12-17,51.4681,5.3902,26.41,30.47,37.38,24.0,14
2022-11-14,51.4681,5.3902,11.21,12.6,17.53,22.0,14
2022-12-13,51.3468,5.3887,24.46,29.14,35.85,14.0,16
2022-12-15,51.3468,5.3887,21.86,25.55,32.0,18.0,16
2022-12-24,51.3468,5.3887,9.05,13.21,27.26,6.0,16
2022-11-26,51.3468,5.3887,10.31,15.78,38.47,5.0,16
2022-11-03,51.3468,5.3887,7.62,12.66,35.77,1.0,16
2022-11-18,51.3468,5.3887,3.38,4.83,12.69,1.0,16
2022-11-08,51.3468,5.3887,7.54,11.98,32.1,1.0,16
2022-12-14,51.3468,5.3887,28.7,34.92,47.26,7.0,16
2022-12-21,51.3468,5.3887,5.65,6.84,13.83,1.0,16
2022-11-27,51.3468,5.3887,13.61,20.63,52.04,3.0,16
2022-11-25,51.3468,5.3887,8.8,14.54,40.38,3.0,16
2022-12-05,51.3468,5.3887,32.73,42.53,53.1,13.0,16
2022-12-27,51.3468,5.3887,6.41,8.27,16.37,6.0,16
2022-12-30,51.3468,5.3887,4.69,7.52,17.81,10.0,16
2022-11-16,51.3468,5.3887,10.55,12.55,22.75,1.0,16
2022-11-05,51.3468,5.3887,7.62,10.6,26.14,1.0,16
2022-12-02,51.3468,5.3887,30.94,44.29,62.29,10.0,16
2022-11-06,51.3468,5.3887,10.83,13.78,28.46,1.0,16
2023-01-01,51.3468,5.3887,3.76,5.69,16.5,7.0,16
2022-11-28,51.3468,5.3887,11.59,14.16,25.0,4.0,16
2022-11-22,51.3468,5.3887,7.77,11.21,25.55,6.0,16
2022-12-10,51.3468,5.3887,30.04,39.55,58.0,9.0,16
2022-11-20,51.3468,5.3887,23.66,27.36,36.42,2.0,16
2022-11-15,51.3468,5.3887,19.36,22.04,31.39,1.0,16
2022-11-02,51.3468,5.3887,6.22,9.94,29.43,1.0,16
2022-12-06,51.3468,5.3887,24.44,29.98,40.14,2.0,16
2022-11-30,51.3468,5.3887,25.18,30.45,41.35,5.0,16
2022-12-03,51.3468,5.3887,30.59,44.87,62.55,11.0,16
2022-12-22,51.3468,5.3887,12.24,14.86,28.17,3.0,16
2022-12-23,51.3468,5.3887,12.22,15.43,23.81,8.0,16
2022-11-09,51.3468,5.3887,5.45,7.39,18.61,1.0,16
2022-12-12,51.3468,5.3887,23.2,27.02,32.7,12.0,16
2022-12-08,51.3468,5.3887,8.34,10.62,21.44,6.0,16
2022-12-09,51.3468,5.3887,13.75,15.85,25.23,8.0,16
2022-11-04,51.3468,5.3887,7.05,10.25,27.03,1.0,16
2022-11-10,51.3468,5.3887,6.29,9.73,26.8,1.0,16
2022-11-29,51.3468,5.3887,10.46,12.19,19.75,9.0,16
2022-12-18,51.3468,5.3887,32.32,55.73,85.37,1.0,16
2022-12-07,51.3468,5.3887,8.72,10.64,20.83,7.0,16
2022-11-21,51.3468,5.3887,19.6,24.93,40.0,1.0,16
2022-11-23,51.3468,5.3887,4.81,7.0,14.3,7.0,16
2022-11-12,51.3468,5.3887,12.68,14.95,27.8,1.0,16
2022-11-07,51.3468,5.3887,5.61,8.0,22.01,1.0,16
2022-11-19,51.3468,5.3887,7.39,9.76,21.17,1.0,16
2022-11-14,51.3468,5.3887,15.92,18.52,27.52,1.0,16
2022-12-16,51.3468,5.3887,33.4,42.82,63.2,8.0,16
2022-11-13,51.3468,5.3887,19.68,22.9,34.91,1.0,16
2022-12-01,51.3468,5.3887,30.08,35.61,46.8,1.0,16
2022-12-26,51.3468,5.3887,7.71,8.92,13.85,5.0,16
2022-12-31,51.3468,5.3887,3.94,5.95,13.37,10.0,16
2022-12-28,51.3468,5.3887,6.26,8.79,18.84,10.0,16
2022-12-29,51.3468,5.3887,3.56,4.6,10.31,5.0,16
2022-12-25,51.3468,5.3887,11.03,18.4,40.71,6.0,16
2022-12-17,51.3468,5.3887,29.93,37.14,52.83,10.0,16
2022-11-24,51.3468,5.3887,7.02,10.96,27.11,6.0,16
2022-11-17,51.3468,5.3887,6.09,8.49,20.4,1.0,16
2022-12-11,51.3468,5.3887,32.42,51.19,75.85,4.0,16
2022-12-19,51.3468,5.3887,31.1,37.41,48.45,1.0,16
2022-12-20,51.3468,5.3887,10.24,12.12,18.5,1.0,16
2022-12-04,51.3468,5.3887,31.84,42.54,53.35,13.0,16
2022-11-11,51.3468,5.3887,10.05,15.22,38.89,1.0,16
2022-11-06,51.4136,5.4707,9.29,11.28,17.37,7.0,17
2022-12-21,51.4136,5.4707,6.14,7.13,10.9,12.0,17
2022-12-27,51.4136,5.4707,6.49,8.1,13.12,7.0,17
2022-12-02,51.4136,5.4707,26.03,40.7,56.13,10.0,17
2022-11-26,51.4136,5.4707,8.58,12.2,20.92,13.0,17
2022-11-21,51.4136,5.4707,18.57,23.9,32.32,10.0,17
2022-11-24,51.4136,5.4707,6.96,10.22,18.17,12.0,17
2022-12-19,51.4136,5.4707,28.59,36.07,43.12,15.0,17
2022-11-19,51.4136,5.4707,7.63,9.46,14.78,13.0,17
2022-11-10,51.4136,5.4707,5.45,7.69,14.36,13.0,17
2022-11-15,51.4136,5.4707,17.86,20.72,25.99,11.0,17
2022-11-16,51.4136,5.4707,9.52,11.25,16.87,11.0,17
2022-12-22,51.4136,5.4707,12.78,14.95,21.22,11.0,17
2022-12-05,51.4136,5.4707,28.12,39.4,48.84,8.0,17
2022-11-08,51.4136,5.4707,6.01,8.89,16.7,6.0,17
2022-12-03,51.4136,5.4707,26.19,41.3,56.48,11.0,17
2022-12-04,51.4136,5.4707,27.64,40.45,51.68,10.0,17
2022-12-18,51.4136,5.4707,27.97,50.98,75.08,13.0,17
2023-01-01,51.4136,5.4707,4.65,6.2,11.63,7.0,17
2022-12-26,51.4136,5.4707,9.01,10.67,15.62,6.0,17
2022-12-06,51.4136,5.4707,20.86,26.56,32.79,4.0,17
2022-12-13,51.4136,5.4707,24.63,30.83,37.82,10.0,17
2022-11-11,51.4136,5.4707,7.27,10.26,18.94,10.0,17
2022-11-28,51.4136,5.4707,10.83,13.47,20.79,8.0,17
2022-12-25,51.4136,5.4707,11.42,18.71,35.63,7.0,17
2022-11-25,51.4136,5.4707,7.74,11.96,21.95,12.0,17
2022-11-20,51.4136,5.4707,22.28,25.73,30.38,9.0,17
2022-11-12,51.4136,5.4707,10.41,12.09,17.1,7.0,17
2022-12-23,51.4136,5.4707,12.67,16.01,22.14,7.0,17
2022-11-03,51.4136,5.4707,6.26,9.69,19.05,19.0,17
2022-11-27,51.4136,5.4707,12.55,18.01,31.32,7.0,17
2022-12-15,51.4136,5.4707,21.92,26.0,31.71,16.0,17
2022-12-14,51.4136,5.4707,27.57,35.07,43.42,19.0,17
2022-12-07,51.4136,5.4707,7.96,9.33,14.05,14.0,17
2022-12-16,51.4136,5.4707,31.05,39.36,49.89,5.0,17
2022-11-04,51.4136,5.4707,6.21,8.53,15.64,18.0,17
2022-11-01,51.4136,5.4707,9.56,13.06,22.84,5.0,17
2022-12-31,51.4136,5.4707,4.87,7.01,13.19,9.0,17
2022-12-29,51.4136,5.4707,4.2,5.13,8.96,7.0,17
2022-11-14,51.4136,5.4707,13.76,15.71,20.66,18.0,17
2022-11-17,51.4136,5.4707,5.55,7.55,14.09,12.0,17
2022-11-02,51.4136,5.4707,5.16,7.6,15.51,10.0,17
2022-11-13,51.4136,5.4707,17.15,20.08,27.1,15.0,17
2022-11-22,51.4136,5.4707,7.52,10.38,18.48,13.0,17
2022-12-24,51.4136,5.4707,10.61,14.38,23.46,6.0,17
2022-11-09,51.4136,5.4707,5.05,6.62,12.0,10.0,17
2022-12-09,51.4136,5.4707,14.81,16.61,21.9,17.0,17
2022-11-30,51.4136,5.4707,23.62,31.24,39.15,13.0,17
2022-11-23,51.4136,5.4707,5.67,8.07,14.63,11.0,17
2022-12-11,51.4136,5.4707,27.4,47.72,68.83,9.0,17
2022-11-18,51.4136,5.4707,3.85,5.06,9.3,11.0,17
2022-12-01,51.4136,5.4707,24.06,29.39,34.52,12.0,17
2022-12-20,51.4136,5.4707,10.2,12.37,16.06,8.0,17
2022-12-28,51.4136,5.4707,6.45,8.77,15.47,11.0,17
2022-12-12,51.4136,5.4707,23.33,29.0,35.51,8.0,17
2022-11-07,51.4136,5.4707,5.33,7.14,13.58,5.0,17
2022-12-08,51.4136,5.4707,7.08,8.82,14.05,17.0,17
2022-12-30,51.4136,5.4707,4.95,7.22,13.04,12.0,17
2022-11-05,51.4136,5.4707,6.41,8.28,14.39,14.0,17
2022-12-17,51.4136,5.4707,27.52,36.12,47.02,7.0,17
2022-11-29,51.4136,5.4707,12.5,14.81,20.74,7.0,17
2022-12-10,51.4136,5.4707,27.5,35.86,46.14,14.0,17
2022-12-19,51.5696,5.3113,24.65,27.74,30.43,22.0,18
2022-11-09,51.5696,5.3113,4.09,5.17,10.44,11.0,18
2022-11-13,51.5696,5.3113,14.76,16.52,20.91,19.0,18
2022-12-23,51.5696,5.3113,12.45,14.25,18.19,8.0,18
2022-12-22,51.5696,5.3113,11.53,12.87,17.01,8.0,18
2023-01-01,51.5696,5.3113,3.55,4.81,10.98,6.0,18
2022-11-20,51.5696,5.3113,17.91,19.13,21.65,10.0,18
2022-11-01,51.5696,5.3113,7.96,11.06,18.06,8.0,18
2022-11-04,51.5696,5.3113,6.25,8.38,14.3,19.0,18
2022-12-31,51.5696,5.3113,4.53,6.12,10.96,8.0,18
2022-12-17,51.5696,5.3113,23.11,25.36,28.8,14.0,18
2022-12-30,51.5696,5.3113,4.91,6.56,11.22,9.0,18
2022-12-10,51.5696,5.3113,25.99,29.23,33.0,16.0,18
2022-11-26,51.5696,5.3113,6.94,9.09,14.88,15.0,18
2022-12-11,51.5696,5.3113,31.2,39.01,41.0,11.0,18
2022-11-15,51.5696,5.3113,14.07,15.3,18.54,21.0,18
2022-11-03,51.5696,5.3113,6.02,8.37,15.63,23.0,18
2022-12-04,51.5696,5.3113,29.27,35.4,37.71,11.0,18
2022-11-28,51.5696,5.3113,8.05,9.49,14.2,7.0,18
2022-12-24,51.5696,5.3113,9.53,12.16,18.38,6.0,18
2022-11-05,51.5696,5.3113,5.15,6.22,10.75,13.0,18
2022-12-01,51.5696,5.3113,21.94,23.94,27.06,12.0,18
2022-12-12,51.5696,5.3113,21.59,23.78,26.8,7.0,18
2022-11-06,51.5696,5.3113,6.39,7.65,12.54,9.0,18
2022-12-07,51.5696,5.3113,5.35,6.15,9.48,14.0,18
2022-11-30,51.5696,5.3113,20.12,22.7,25.73,15.0,18
2022-11-22,51.5696,5.3113,6.99,8.54,13.22,15.0,18
2022-11-02,51.5696,5.3113,4.78,6.71,14.33,15.0,18
2022-12-25,51.5696,5.3113,11.55,16.81,28.51,7.0,18
2022-11-25,51.5696,5.3113,7.2,9.9,16.55,11.0,18
2022-11-18,51.5696,5.3113,3.21,4.03,7.92,9.0,18
2022-12-15,51.5696,5.3113,16.47,18.04,21.37,19.0,18
2022-12-14,51.5696,5.3113,25.53,28.68,32.75,19.0,18
2022-12-29,51.5696,5.3113,3.62,4.45,8.45,6.0,18
2022-11-14,51.5696,5.3113,11.69,12.83,16.07,24.0,18
2022-11-17,51.5696,5.3113,4.54,5.89,10.59,11.0,18
2022-12-16,51.5696,5.3113,26.5,29.96,34.72,13.0,18
2022-12-20,51.5696,5.3113,8.71,9.67,12.66,10.0,18
2022-12-28,51.5696,5.3113,6.12,7.99,13.81,10.0,18
2022-11-12,51.5696,5.3113,9.0,10.27,14.4,10.0,18
2022-11-29,51.5696,5.3113,10.88,12.17,15.84,7.0,18
2022-12-08,51.5696,5.3113,5.02,5.99,9.51,17.0,18
2022-12-27,51.5696,5.3113,6.81,7.96,12.12,8.0,18
2022-11-27,51.5696,5.3113,10.24,13.62,22.72,10.0,18
2022-12-09,51.5696,5.3113,5.58,6.19,8.9,17.0,18
2022-11-11,51.5696,5.3113,6.08,8.38,16.11,11.0,18
2022-12-13,51.5696,5.3113,23.53,26.61,29.88,11.0,18
2022-12-06,51.5696,5.3113,17.07,18.69,20.87,8.0,18
2022-12-26,51.5696,5.3113,9.62,10.67,14.16,8.0,18
2022-12-05,51.5696,5.3113,28.63,33.97,36.63,11.0,18
2022-11-10,51.5696,5.3113,4.87,6.67,12.4,14.0,18
2022-12-18,51.5696,5.3113,32.83,42.72,45.68,19.0,18
2022-11-19,51.5696,5.3113,6.61,7.74,11.74,11.0,18
2022-11-07,51.5696,5.3113,4.4,5.75,11.29,6.0,18
2022-12-03,51.5696,5.3113,28.79,36.72,41.43,10.0,18
2022-12-02,51.5696,5.3113,30.22,37.14,41.73,11.0,18
2022-12-21,51.5696,5.3113,4.81,5.41,8.51,9.0,18
2022-11-24,51.5696,5.3113,6.5,8.78,14.6,12.0,18
2022-11-16,51.5696,5.3113,8.12,9.1,13.43,12.0,18
2022-11-23,51.5696,5.3113,5.07,6.64,11.29,11.0,18
2022-11-21,51.5696,5.3113,18.14,20.28,23.65,13.0,18
2022-11-08,51.5696,5.3113,5.81,8.05,14.8,7.0,18
2022-12-29,51.4332,5.5198,5.32,6.96,14.51,2.0,19
2022-12-03,51.4332,5.5198,28.01,42.49,59.25,4.0,19
2022-11-21,51.4332,5.5198,20.54,25.59,35.72,8.0,19
2022-12-26,51.4332,5.5198,9.76,11.87,20.77,2.0,19
2022-12-17,51.4332,5.5198,30.1,39.45,55.83,7.0,19
2022-11-14,51.4332,5.5198,12.6,14.03,18.85,21.0,19
2022-12-08,51.4332,5.5198,7.33,9.61,19.08,6.0,19
2022-11-22,51.4332,5.5198,8.71,12.28,25.75,3.0,19
2022-11-27,51.4332,5.5198,13.53,20.96,46.96,4.0,19
2022-12-09,51.4332,5.5198,17.07,19.28,28.73,6.0,19
2022-12-18,51.4332,5.5198,30.39,50.77,72.3,4.0,19
2022-12-04,51.4332,5.5198,29.59,41.42,53.05,4.0,19
2023-01-01,51.4332,5.5198,6.89,9.47,22.74,2.0,19
2022-11-03,51.4332,5.5198,7.38,11.87,30.68,37.0,19
2022-12-25,51.4332,5.5198,13.16,23.35,57.17,3.0,19
2022-12-10,51.4332,5.5198,30.85,38.96,55.52,6.0,19
2022-12-07,51.4332,5.5198,7.84,9.57,18.38,4.0,19
2022-11-06,51.4332,5.5198,10.02,12.53,23.64,10.0,19
2022-12-24,51.4332,5.5198,13.01,18.02,35.01,2.0,19
2022-11-23,51.4332,5.5198,5.17,8.37,19.44,6.0,19
2022-11-24,51.4332,5.5198,7.45,11.94,28.09,2.0,19
2022-12-23,51.4332,5.5198,14.63,18.75,29.76,3.0,19
2022-11-08,51.4332,5.5198,7.25,11.36,26.96,13.0,19
2022-11-07,51.4332,5.5198,4.8,6.95,18.13,10.0,19
2022-11-13,51.4332,5.5198,18.33,21.25,29.24,15.0,19
2022-11-26,51.4332,5.5198,10.05,15.28,34.09,10.0,19
2022-11-18,51.4332,5.5198,3.16,4.72,12.04,20.0,19
2022-12-28,51.4332,5.5198,7.62,11.15,24.82,4.0,19
2022-12-22,51.4332,5.5198,16.09,19.46,33.17,3.0,19
2022-11-15,51.4332,5.5198,18.71,21.28,28.28,16.0,19
2022-12-20,51.4332,5.5198,11.61,13.86,20.36,2.0,19
2022-11-28,51.4332,5.5198,10.22,13.09,23.98,3.0,19
2022-11-04,51.4332,5.5198,6.31,9.19,21.7,29.0,19
2022-12-13,51.4332,5.5198,27.96,34.48,47.41,7.0,19
2022-11-16,51.4332,5.5198,10.06,12.02,20.57,15.0,19
2022-11-05,51.4332,5.5198,6.55,8.71,17.46,17.0,19
2022-11-19,51.4332,5.5198,7.59,9.87,18.77,17.0,19
2022-12-14,51.4332,5.5198,30.34,36.69,47.34,8.0,19
2022-11-10,51.4332,5.5198,6.72,9.92,23.01,22.0,19
2022-12-21,51.4332,5.5198,6.98,8.44,15.46,2.0,19
2022-11-29,51.4332,5.5198,14.69,18.41,32.0,3.0,19
2022-12-01,51.4332,5.5198,26.8,31.16,39.56,3.0,19
2022-12-15,51.4332,5.5198,23.66,27.45,36.98,9.0,19
2022-12-06,51.4332,5.5198,22.36,27.22,35.68,2.0,19
2022-12-12,51.4332,5.5198,25.91,31.39,41.8,3.0,19
2022-12-02,51.4332,5.5198,28.89,43.16,61.11,3.0,19
2022-11-01,51.4332,5.5198,10.65,14.79,49.22,19.0,19
2022-11-11,51.4332,5.5198,8.85,13.2,30.56,14.0,19
2022-12-16,51.4332,5.5198,33.57,41.69,58.59,7.0,19
2022-12-05,51.4332,5.5198,30.0,39.78,50.13,4.0,19
2022-11-25,51.4332,5.5198,8.73,14.56,35.29,17.0,19
2022-12-31,51.4332,5.5198,5.27,8.29,18.98,3.0,19
2022-11-02,51.4332,5.5198,6.74,10.38,27.77,30.0,19
2022-11-20,51.4332,5.5198,22.18,24.76,30.32,11.0,19
2022-12-27,51.4332,5.5198,7.65,9.93,20.32,3.0,19
2022-11-30,51.4332,5.5198,26.82,36.12,51.21,4.0,19
2022-11-17,51.4332,5.5198,5.72,8.02,17.93,17.0,19
2022-12-30,51.4332,5.5198,6.87,10.09,21.42,3.0,19
2022-11-09,51.4332,5.5198,5.01,7.0,16.69,17.0,19
2022-12-19,51.4332,5.5198,30.7,36.79,46.52,5.0,19
2022-12-11,51.4332,5.5198,29.28,49.75,72.47,4.0,19
2022-11-12,51.4332,5.5198,13.28,15.84,25.22,12.0,19
2022-12-26,51.4372,5.4233,7.38,8.67,13.73,23.0,22
2022-11-26,51.4372,5.4233,8.36,11.91,21.62,26.0,22
2022-11-24,51.4372,5.4233,6.25,9.19,17.53,18.0,22
2022-11-25,51.4372,5.4233,7.62,11.48,21.98,20.0,22
2022-12-07,51.4372,5.4233,5.82,6.93,12.08,22.0,22
2022-12-06,51.4372,5.4233,18.95,21.92,26.56,6.0,22
2022-12-17,51.4372,5.4233,24.84,28.93,36.11,15.0,22
2022-12-27,51.4372,5.4233,5.79,7.43,13.46,17.0,22
2022-12-04,51.4372,5.4233,28.81,36.55,41.79,13.0,22
2023-01-01,51.4372,5.4233,4.49,6.27,13.43,11.0,22
2022-12-05,51.4372,5.4233,28.39,34.93,40.11,11.0,22
2022-12-10,51.4372,5.4233,25.83,30.14,38.14,23.0,22
2022-12-28,51.4372,5.4233,5.97,8.45,16.32,21.0,22
2022-12-23,51.4372,5.4233,11.57,14.01,19.7,15.0,22
2022-12-18,51.4372,5.4233,31.81,43.83,53.28,22.0,22
2022-11-20,51.4372,5.4233,18.38,20.3,24.15,14.0,22
2022-12-22,51.4372,5.4233,11.07,12.98,19.9,17.0,22
2022-12-11,51.4372,5.4233,29.94,40.8,48.95,14.0,22
2022-12-30,51.4372,5.4233,4.97,7.26,13.75,14.0,22
2022-11-19,51.4372,5.4233,6.65,8.36,14.35,22.0,22
2022-11-15,51.4372,5.4233,15.13,16.76,22.07,29.0,22
2022-12-12,51.4372,5.4233,20.26,23.1,28.78,13.0,22
2022-12-02,51.4372,5.4233,29.73,38.48,45.75,20.0,22
2022-12-21,51.4372,5.4233,4.91,5.75,9.93,18.0,22
2022-11-18,51.4372,5.4233,3.25,4.24,8.62,16.0,22
2022-11-11,51.4372,5.4233,9.46,12.28,21.23,4.0,22
2022-12-13,51.4372,5.4233,21.46,24.91,31.96,17.0,22
2022-11-13,51.4372,5.4233,14.73,16.83,23.61,29.0,22
2022-12-31,51.4372,5.4233,4.71,6.63,12.87,19.0,22
2022-12-19,51.4372,5.4233,24.78,28.07,33.17,28.0,22
2022-11-16,51.4372,5.4233,7.97,9.29,14.98,24.0,22
2022-12-15,51.4372,5.4233,17.63,19.87,25.41,27.0,22
2022-12-01,51.4372,5.4233,23.79,26.28,31.42,23.0,22
